timestamp, current1, current2, current3, current4, accel x, accel y, accel z, degrees x, degrees y, degrees z, baro temp, baro pressure
4173, 0.00164062, 0.0494238, 0.0472705, -0.0205078, 0.584686, 0.357172, 9.6779, 0.335693, -0.457764, 0.167847, 0, 0
4183, 0.00246094, 0.0494238, 0.0472705, -0.0221484, 1.80543, 0.31803, 9.73172, 0.0762939, 0.183105, -0.0457764, 0, 0
4193, 0.00164062, 0.0472705, 0.0464502, -0.0217383, -0.665416, 0.396314, 9.86871, -0.50354, 0.640869, -0.0915527, 0, 0
4203, 0.00205078, 0.0472705, 0.0452197, -0.0191748, -0.112534, 0.457474, 9.70236, 0.610352, 0.0305176, -0.137329, 0, 0
4213, 0.00287109, 0.0472705, 0.0438867, -0.019585, 0.188372, 0.452581, 9.83691, -0.228882, 0.12207, -0.0915527, 0, 0
4223, 0.00287109, 0.0472705, 0.04604, -0.019585, -0.281334, 0.503955, 9.83936, 0.0915527, 0.457764, 0.137329, 0, 0
4233, 0.00246094, 0.0476807, 0.0442969, -0.0183545, -0.469706, 0.332708, 9.93721, 0.198364, 0.38147, 0.335693, 0, 0
4243, 0.000820312, 0.0476807, 0.0442969, -0.0179443, 0.156569, 0.464813, 9.79532, 0.259399, 0.213623, 0.320435, 0, 0
4263, 0.000820312, 0.0476807, 0.0468603, -0.0191748, -0.293566, 0.322923, 9.8785, -0.0457764, -0.167847, 0.0457764, 0, 0
4273, 0.000820312, 0.0452197, 0.0468603, -0.0191748, 0.66297, 0.261763, 9.76352, 0.50354, 0.0762939, 0.0152588, 0, 0
4283, 0.000820312, 0.0494238, 0.0442969, -0.0175342, 1.85191, 0.298459, 9.7097, 0.244141, 0.106812, -0.289917, 0, 0
4293, 0.00164062, 0.0494238, 0.0442969, -0.0205078, 2.40724, 0.22996, 9.7782, 0.396728, 0.213623, -0.442505, 0, 0
4303, 0, 0.0464502, 0.0468603, -0.019585, 3.91177, -0.127212, 8.93909, -2.48718, -1.51062, 0.946045, 0, 0
4313, 0, 0.0468603, 0.0438867, -0.0191748, 0.513741, 1.13268, 9.84425, -0.610352, 0.442505, -0.50354, 0, 0
4323, 0.00205078, 0.048501, 0.0494238, -0.020918, 0.366958, 0.743701, 9.70236, -0.12207, 0.549316, -0.701904, 0, 0
4343, 0, 0.0502441, 0.0452197, -0.019585, 1.2183, 0.741254, 9.84425, 0.0457764, -0.106812, 0.335693, 0, 0
4353, 0.00205078, 0.0489111, 0.0480908, -0.0205078, 0.770611, 0.621382, 9.75618, -0.228882, 0.305176, 0.167847, 0, 0
4363, 0.00205078, 0.0456299, 0.048501, -0.0205078, 0.310691, 0.276441, 9.7733, -0.0457764, -0.0305176, -0.137329, 0, 0
4373, 0.00123047, 0.048501, 0.048501, -0.019585, 0.349833, 0.247085, 9.70236, -0.137329, 0.228882, -0.244141, 0, 0
4383, 0.00123047, 0.0494238, 0.0456299, -0.019585, 0.281334, 0.156569, 9.80021, 0.320435, -0.0762939, -0.259399, 0, 0
4393, 0.00287109, 0.0494238, 0.0456299, -0.0191748, 0.366958, 0.242192, 9.82957, 0.137329, 0, -0.106812, 0, 0
4403, 0.000410156, 0.0480908, 0.04604, -0.0205078, 0.508848, 0.242192, 9.85893, 0.38147, -0.457764, 0.183105, 0, 0
4413, 0.00246094, 0.0472705, 0.0468603, -0.0191748, 0.550436, 0.332708, 9.8467, 0.488281, -0.50354, 0.137329, 0, 0
4433, 0.00205078, 0.0494238, 0.0456299, -0.020918, 0.388975, 0.462367, 9.83202, 1.61743, -1.2207, 0.0457764, 0, 0
4443, -0.000410156, 0.048501, 0.0464502, -0.0191748, 0.467259, 0.675202, 9.73661, 0.38147, -0.183105, -0.259399, 0, 0
4453, 0.00123047, 0.048501, 0.0464502, -0.019585, 0.242192, 0.325369, 9.7733, 0.198364, -0.152588, -0.62561, 0, 0
4463, 0.000820312, 0.0480908, 0.04604, -0.0213281, 0.479491, 0.52108, 9.71459, 0.396728, -0.595093, -0.640869, 0, 0
4473, -0.000410156, 0.0476807, 0.0476807, -0.0191748, 0.474599, 0.565115, 9.75863, -0.595093, 0.930786, -0.198364, 0, 0
4483, -0.000410156, 0.0452197, 0.0464502, -0.0191748, 0.543097, 0.232406, 9.82957, 0.640869, -0.473022, 0.137329, 0, 0
4493, 0.00246094, 0.04604, 0.0468603, -0.0200977, 0.790182, 0.557776, 9.64854, -0.0915527, -0.137329, 0.335693, 0, 0
4513, 0.000410156, 0.0472705, 0.04604, -0.019585, 0.540651, 0.435456, 9.63631, 0.488281, -0.0305176, 0.259399, 0, 0
4523, 0, 0.0476807, 0.0448096, -0.017124, 0.251978, 0.151676, 9.82223, -0.320435, -0.0305176, 0.0305176, 0, 0
4533, 0.000820312, 0.0489111, 0.04604, -0.017124, 0.308244, 0.43301, 9.74395, 0.610352, -0.137329, -0.137329, 0, 0
4543, 0.000820312, 0.049834, 0.0442969, -0.0200977, 0.450135, 0.455027, 9.80021, -0.610352, -0.137329, -0.488281, 0, 0
4553, 0.000820312, 0.049834, 0.0442969, -0.020918, 0.413439, 0.452581, 9.86627, 0.595093, 0.0152588, -0.259399, 0, 0
4563, -0.000410156, 0.0468603, 0.0442969, -0.0191748, 0.655631, 0.648292, 9.71459, -0.0457764, -0.213623, -0.0305176, 0, 0
4573, -0.000820312, 0.0464502, 0.0448096, -0.0179443, 0.528419, 0.401207, 9.9152, 0.228882, 0.0762939, 0.183105, 0, 0
4583, 0.00328125, 0.0476807, 0.0468603, -0.0205078, 0.687434, 0.579793, 9.7415, 0.0762939, 0.106812, 0.350952, 0, 0
4603, 0.00164062, 0.0480908, 0.0464502, -0.0191748, 0.408546, 0.364511, 9.71214, 0.198364, 0.183105, 0.244141, 0, 0
4613, -0.000410156, 0.0464502, 0.0442969, -0.019585, 0.193264, 0.173693, 9.81979, -0.350952, -0.350952, 0.0610352, 0, 0
4623, -0.000410156, 0.0464502, 0.0456299, -0.0213281, 0.320476, 0.278888, 9.73416, 0.350952, 0.0762939, -0.244141, 0, 0
4633, 0.000410156, 0.04604, 0.0452197, -0.020918, 0.386529, 0.369404, 9.73172, -0.228882, -0.488281, -0.350952, 0, 0
4643, 0.000410156, 0.0468603, 0.0468603, -0.020918, 0.447688, 0.357172, 9.82957, 0.473022, -0.0915527, -0.549316, 0, 0
4653, 0.000410156, 0.0502441, 0.0442969, -0.0213281, 0.643399, 0.570008, 9.73906, 0.0457764, -0.228882, -0.747681, 0, 0
4663, 0.00164062, 0.0502441, 0.0442969, -0.0187646, 0.550436, 0.310691, 9.82468, 0.0762939, -0.427246, -1.66321, 0, 0
4673, 0.00287109, 0.0456299, 0.0448096, -0.0213281, 0.501509, 0.37185, 9.79532, 0.0762939, -0.442505, -2.42615, 0, 0
4693, 0.00205078, 0.0468603, 0.0448096, -0.0205078, 0.435456, 0.325369, 9.98125, 0.0152588, -2.30408, -2.9602, 0, 0
4703, 0.00205078, 0.048501, 0.0464502, -0.0191748, 0.271549, 0.313137, 9.80266, 0, -1.84631, -1.8158, 0, 0
4713, -0.000820312, 0.048501, 0.0464502, -0.0175342, 0.420778, 0.66297, 9.62652, -0.0457764, 0.869751, 0.183105, 0, 0
4723, 0.00205078, 0.048501, 0.0472705, -0.0179443, 0.851342, 0.325369, 9.23265, -0.183105, 4.15039, 0, 0, 0
4733, 0.00287109, 0.04604, 0.0448096, -0.0183545, 0.917394, 0.621382, 9.49931, 0.0152588, 3.44849, -0.106812, 0, 0
4743, 0.00451172, 0.0468603, 0.0456299, -0.0183545, -0.29112, 0.628721, 11.2289, 2.83813, -2.73132, 0.320435, 0, 0
4753, 0.00451172, 0.0489111, 0.0464502, -0.0187646, 0.704559, 0.310691, 9.70725, -2.2583, -0.50354, 0.167847, 0, 0
4773, 0.00123047, 0.0472705, 0.0472705, -0.019585, 0.0684988, 0.369404, 9.77575, -2.16675, -1.54114, -0.12207, 0, 0
4783, 0.000410156, 0.0468603, 0.0464502, -0.019585, -0.0782843, -0.0880698, 9.81245, 1.86157, -4.21143, -0.0762939, 0, 0
4793, 0.00123047, 0.0468603, 0.0464502, -0.0183545, 0.163908, 0.844003, 10.3335, -1.67847, -3.12805, -0.228882, 0, 0
4803, 0.00123047, 0.049834, 0.0472705, -0.0183545, 0.809753, -0.286227, 9.05162, 0.244141, 1.5564, -0.167847, 0, 0
4813, 0, 0.049834, 0.0472705, -0.020918, 1.41401, 1.10577, 9.35742, 1.52588, 3.64685, 0.259399, 0, 0
4823, 0.00205078, 0.0494238, 0.04604, -0.0191748, 0.687434, 0.171247, 9.62652, -1.72424, 2.71606, 0.350952, 0, 0
4833, 0, 0.0480908, 0.0472705, -0.0183545, 0.653185, 0.675202, 9.9788, 1.14441, 2.24304, 0.350952, 0, 0
4843, 0, 0.0476807, 0.0438867, -0.0187646, 0.518633, 0.393868, 9.65343, -1.80054, 0.930786, 0.137329, 0, 0
