timestamp, current1, current2, current3, current4, accelx, accely, accelz, degrees x, degrees y, degrees z, baro temp, baro pressure
138605813, 0.0438867, 0.0163037, 0.0259424, 0.0569092, -0.217728, 7.74525, -6.60034, -0.335693, -0.244141, 0.152588, 0, 0
138605823, 0.0418359, 0.0163037, 0.0237891, 0.060293, -0.254424, 7.72324, -6.50983, -0.152588, -0.259399, 0.198364, 0, 0
138605833, 0.0418359, 0.0167139, 0.0251221, 0.060293, -0.266656, 7.81375, -6.44622, 0.0610352, -0.274658, 0.274658, 0, 0
138605843, 0.0426563, 0.017124, 0.0233789, 0.0594727, -0.298459, 7.97277, -6.33369, 0.305176, -0.305176, 0.350952, 0, 0
138605853, 0.0438867, 0.0150732, 0.0233789, 0.0581396, -0.303352, 8.15135, -6.30678, 0.167847, -0.244141, 0.320435, 0, 0
138605863, 0.0414258, 0.0163037, 0.0229687, 0.0556787, -0.271549, 8.26878, -6.30923, -0.152588, -0.320435, 0.198364, 0, 0
138605873, 0.0434766, 0.0163037, 0.0241992, 0.05896, -0.20305, 8.23942, -6.28721, -0.610352, -0.198364, 0.0457764, 0, 0
138605893, 0.0418359, 0.0167139, 0.0279932, 0.060293, -0.0440349, 7.89937, -6.23339, -0.915527, -0.198364, 0.0457764, 0, 0
138605903, 0.0414258, 0.0129199, 0.0279932, 0.0585498, -0.00244638, 7.80397, -6.18446, -0.640869, -0.106812, 0.0152588, 0, 0
138605913, 0.0442969, 0.0154834, 0.0263525, 0.0556787, 0.0195711, 7.84555, -6.14287, 0, -0.0915527, 0.0610352, 0, 0
138605923, 0.0430664, 0.0154834, 0.0255322, 0.0598828, 0.0220175, 7.96787, -6.12819, 0.427246, -0.0305176, 0.152588, 0, 0
138605933, 0.0442969, 0.0154834, 0.0255322, 0.056499, 0.0171247, 8.17582, -6.13798, 0.457764, -0.0610352, 0.213623, 0, 0
138605943, 0.0442969, 0.0150732, 0.0263525, 0.056499, 0.00978554, 8.33483, -6.09639, 0.228882, -0.0762939, 0.198364, 0, 0
138605953, 0.0410156, 0.0187646, 0.0241992, 0.0623437, 0.0269102, 8.40333, -6.02789, -0.305176, -0.0610352, 0.0915527, 0, 0
138605963, 0.0406055, 0.0158936, 0.0241992, 0.0577295, 0.0342494, 8.33728, -6.07193, -0.549316, 0, -0.0610352, 0, 0
138605983, 0.0418359, 0.0175342, 0.0229687, 0.0581396, 0.0269102, 8.04616, -6.12819, -0.0915527, 0.106812, -0.0762939, 0, 0
138605993, 0.0418359, 0.0145605, 0.0247119, 0.0581396, 0.00733915, 7.99968, -6.22605, 0.106812, 0.106812, -0.106812, 0, 0
138606003, 0.0426563, 0.0154834, 0.0259424, 0.0573193, -0.0587132, 8.01191, -6.24807, 0.213623, 0.228882, -0.0915527, 0, 0
138606013, 0.0410156, 0.0175342, 0.0259424, 0.0585498, -0.0880698, 8.06328, -6.25051, 0.244141, 0.183105, -0.137329, 0, 0
138606023, 0.0414258, 0.0163037, 0.0251221, 0.0581396, -0.146783, 8.08775, -6.25296, 0.366211, 0.213623, -0.167847, 0, 0
138606033, 0.0422461, 0.0163037, 0.0241992, 0.0585498, -0.144337, 8.12444, -6.27987, 0.366211, 0.289917, -0.228882, 0, 0
138606043, 0.0426563, 0.0154834, 0.0255322, 0.0585498, -0.122319, 8.12689, -6.35081, 0.228882, 0.350952, -0.274658, 0, 0
138606063, 0.0414258, 0.0154834, 0.0229687, 0.0585498, -0.102748, 7.90916, -6.48292, -0.213623, 0.289917, -0.213623, 0, 0
138606073, 0.0418359, 0.0163037, 0.0233789, 0.0556787, -0.0684988, 7.8162, -6.50004, -0.38147, 0.259399, -0.12207, 0, 0
138606083, 0.0422461, 0.0163037, 0.0241992, 0.0585498, -0.0733915, 7.76727, -6.51227, -0.305176, 0.244141, -0.137329, 0, 0
138606093, 0.0426563, 0.0158936, 0.0241992, 0.0548584, -0.0587132, 7.73547, -6.52451, 0.0305176, 0.106812, -0.0610352, 0, 0
138606103, 0.0426563, 0.0141504, 0.0255322, 0.0548584, -0.00978554, 7.72079, -6.54163, 0.335693, 0.137329, -0.0457764, 0, 0
138606113, 0.0418359, 0.0175342, 0.0255322, 0.0598828, 0.00733915, 7.75748, -6.60279, 0.289917, 0.0457764, 0.0305176, 0, 0
138606123, 0.0426563, 0.0163037, 0.0229687, 0.0577295, 0.0464813, 7.83088, -6.58811, 0.137329, -0.106812, 0.0305176, 0, 0
138606133, 0.0426563, 0.0163037, 0.0225586, 0.05896, 0.0660524, 7.848, -6.49515, -0.167847, -0.137329, 0.0457764, 0, 0
138606153, 0.0414258, 0.0150732, 0.0251221, 0.0577295, 0.0391421, 7.87002, -6.29944, -0.38147, -0.0152588, 0.0305176, 0, 0
138606163, 0.0406055, 0.0158936, 0.0233789, 0.05896, 0.0440349, 7.98255, -6.31901, -0.0305176, 0.0762939, 0.0457764, 0, 0
138606173, 0.0422461, 0.0158936, 0.0233789, 0.0585498, 0.0611596, 8.07307, -6.44133, 0.228882, 0.0457764, 0.0305176, 0, 0
138606183, 0.0410156, 0.0163037, 0.0233789, 0.0581396, 0.0562668, 8.05839, -6.55142, 0.0457764, 0.0152588, -0.0457764, 0, 0
138606193, 0.0410156, 0.0163037, 0.0229687, 0.0577295, 0.0807307, 7.96298, -6.55386, -0.50354, -0.0457764, -0.0610352, 0, 0
138606203, 0.0410156, 0.0158936, 0.0247119, 0.0577295, 0.0293566, 7.88714, -6.44133, -0.869751, -0.0762939, 0.0152588, 0, 0
138606213, 0.0406055, 0.0163037, 0.0251221, 0.0585498, -0.0220175, 7.89204, -6.29455, -0.869751, -0.106812, -0.0152588, 0, 0
138606233, 0.0410156, 0.0154834, 0.0251221, 0.0556787, -0.127212, 8.10487, -6.10862, 0.12207, -0.0457764, 0.0457764, 0, 0
138606243, 0.0418359, 0.0154834, 0.0241992, 0.0581396, -0.171247, 8.24432, -6.11841, 0.167847, 0.12207, 0.0762939, 0, 0
